X,Y,OBJECTID,CRIMEID,CCN,REPORTDATE,ROUTEID,MEASURE,OFFSET,STREETSEGID,ROADWAYSEGID,FROMDATE,TODATE,MAR_ID,ADDRESS,LATITUDE,LONGITUDE,XCOORD,YCOORD,WARD,EVENTID,MAR_ADDRESS,MAR_SCORE,MAJORINJURIES_BICYCLIST,MINORINJURIES_BICYCLIST,UNKNOWNINJURIES_BICYCLIST,FATAL_BICYCLIST,MAJORINJURIES_DRIVER,MINORINJURIES_DRIVER,UNKNOWNINJURIES_DRIVER,FATAL_DRIVER,MAJORINJURIES_PEDESTRIAN,MINORINJURIES_PEDESTRIAN,UNKNOWNINJURIES_PEDESTRIAN,FATAL_PEDESTRIAN,TOTAL_VEHICLES,TOTAL_BICYCLES,TOTAL_PEDESTRIANS,PEDESTRIANSIMPAIRED,BICYCLISTSIMPAIRED,DRIVERSIMPAIRED,TOTAL_TAXIS,TOTAL_GOVERNMENT,SPEEDING_INVOLVED,NEARESTINTROUTEID,NEARESTINTSTREETNAME,OFFINTERSECTION,INTAPPROACHDIRECTION,LOCATIONERROR,LASTUPDATEDATE,MPDLATITUDE,MPDLONGITUDE,MPDGEOX,MPDGEOY,FATALPASSENGER,MAJORINJURIESPASSENGER,MINORINJURIESPASSENGER,UNKNOWNINJURIESPASSENGER
-76.9670559304847,38.8773665154748,110167503,32867687112,22053048,2022/04/17 11:11:00+00,13057852,3100.02,17.76,,,2022/04/17 07:29:00+00,,43675,2901 M STREET SE,38.877238,-76.967188,402847.189,134378.963,Ward 7,,2901 M STREET SE,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,13034512,FAIRLAWN AVE SE,0,East,,,0,1,38.877,-76.967,0,0,0,0
-77.0345731779937,38.9052162988536,110167566,33550097356,22063098,2022/05/06 05:03:00+00,11001502,1890.89,19.35,,,2022/05/06 02:30:00+00,,302173,1154 15TH STREET NW,38.905209,-77.034794,396982.075,137484.106,Ward 2,,1154 15TH STREET NW,100,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,11057852,M ST NW,48.6,South,,,0,0,38.905,-77.035,0,0,0,0
-77.0199613600044,38.9154501519323,110167660,33415876137,22060403,2022/05/01 10:39:00+00,11036722,1077.63,29.6,,,2022/05/01 08:58:00+00,,229888,545 FLORIDA AVENUE NW,38.915674,-77.01979,398283.724,138645.354,Ward 1,,545 FLORIDA AVENUE NW,100,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,11000602,6TH ST NW,1.68,Southeast,,,0,0,38.916,-77.02,0,0,0,0
-76.9352676003064,38.8888709169364,110167680,33435922169,22060523,2022/05/01 22:55:00+00,13008582,2275.25,47.78,,,2022/05/01 17:00:00+00,,18865,4627 EAST CAPITOL STREET SE,38.889283,-76.935144,405626.674,135717.584,Ward 7,,4627 EAST CAPITOL STREET SE,100,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,13004602,46TH ST SE,69.85,East,,,0,2,38.89,-76.935,0,0,0,0
-76.9831125928675,38.896675460033,110167741,33491384327,22061931,2022/05/04 05:02:00+00,12034382,1879.16,35.34,,,2022/05/04 03:15:00+00,,61982,1512 F STREET NE,38.896986,-76.983108,401465.374,136570.862,Ward 6,,1512 F STREET NE,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12001502,15TH ST NE,46.28,East,,,0,0,38.897,-76.983,0,0,0,0
-77.0434602065736,38.9032032156232,110167747,33069011366,22057977,2022/04/27 02:27:00+00,11001902,1231.75,31.22,,,2022/04/27 01:00:00+00,,278807,1075 19TH STREET NW,38.903195,-77.043098,396261.721,137260.782,Ward 2,,1075 19TH STREET NW,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,11053492,L ST NW,60.93,South,,,0,0,38.903,-77.043,0,0,0,0
-77.0312252977331,38.908303790578,110167924,32973927307,22055791,2022/04/24 21:17:00+00,Route not found,0,0,,,2022/04/22 22:37:00+00,,225399,1333 14TH STREET NW,38.908296,-77.031223,397291.909,137826.647,Ward 2,,1333 14TH STREET NW,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,Route not found,Route not found,0,Route not found,Crash point too far from centerline (>50m),,0,0,38.908,-77.031,0,0,0,0
-77.0325493425573,38.9277657847892,110167931,32974359871,22056837,2022/04/24 23:28:00+00,11001402,4169.98,0,,,2022/04/24 22:15:00+00,,302258,3014 14TH STREET NW,38.927758,-77.032547,397177.846,139987.132,Ward 1,,3014 14TH STREET NW,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,11024632,COLUMBIA RD NW,24.53,North,,,0,0,38.928,-77.033,0,0,0,0
-77.0239813502645,38.9072512191188,110168797,24004749,12014404,2012/01/30 00:00:00+00,11063182,1250.67,0.16,7719,3716,2012/01/29 05:00:00+00,,239742,9TH ST NW / N ST NW,38.907244,-77.023979,397920.173,137709.653,Ward 2,{02603D82-851E-4246-A482-EF61B3E6A274},1300 9TH STREET NW,200,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,11000902,9TH ST NW,1.42,West,,,38.907242,-77.023979,,,0,0,0,0
-77.0297274450451,38.9362866931912,110169067,23950462,12046793,2012/04/06 13:59:00+00,11001302,4411.76,0.59,1562,36773,2012/04/06 04:00:00+00,,230353,13TH ST NW / SPRING RD NW,38.936279,-77.029725,397422.836,140932.946,Ward 1,{08217663-245C-452C-B631-E927B4EAB71A},3665 13TH STREET NW,200,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,11081832,SPRING RD NW,0.66,South,,,38.936279,-77.029732,,,0,0,0,0
-77.0280863064686,38.8961398911084,110169149,24091231,12096581,2012/07/11 15:00:00+00,11031332,1650.21,0.23,7654,6855,2012/07/11 04:00:00+00,,302118,12TH ST NW / E ST NW,38.89613,-77.028081,397564.01,136476.04,Ward 2,{82357FE0-8952-4C3E-8691-8AAA216351B3},500 12TH STREET NW,200,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,11001202,12TH ST NW,0.26,West,,,38.89613,-77.028084,,,0,0,0,0
-77.0374357505077,38.9289477799111,110169198,24081921,12093773,2012/07/05 22:57:00+00,11062532,256.29,21.13,5852,19348,2012/07/05 04:00:00+00,,236441,3100 BLK. MT PLEASANT ST. NW,38.928748,-77.037675,396733.243,140097.17,Ward 1,{7249577C-D5AD-4CCA-9F37-F811114615F3},3100 MOUNT PLEASANT STREET NW,200,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,11048752,IRVING ST NW,24.04,North,,,38.928883,-77.037666,,,0,0,0,0
-77.0345952570301,38.9013437894072,110169230,23962926,11164839,2011/11/09 05:00:00+00,11001502,1460.99,0,7180,7698,2011/11/09 05:00:00+00,,279976,15TH AND I STREET NW,38.901336,-77.034593,396999.33,137054.14,Ward 2,{2A7DEC55-84C7-41CE-8238-A9A5812A0C59},900 15TH STREET NW,200,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,11047772,I ST NW,0.05,North,a0cb2b50563dec5cf3144088008c8f9c Blockkey ERROR. a0cb2b50563dec5cf3144088008c8f9c Blockkey ERROR.  N,,38.901336,-77.034593,,,0,0,0,0
-76.985512708922,38.8917362589708,110169259,24091553,12096047,2012/07/10 13:14:00+00,12065392,330.92,0.31,10507,10881,2012/07/10 04:00:00+00,,65024,14TH AND NORTH CAROLINA AVENUE,38.891731,-76.985512,401256.865,135987.441,Ward 6,{8B8010FB-6F6C-439E-A5C2-2FCF85AAF884},1405 NORTH CAROLINA AVENUE NE,200,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,12001402,14TH ST NE,0.2,Northeast,,,38.891731,-76.985512,,,0,0,0,0
-76.992204687601,38.9121845705646,110169267,24091611,12096750,2012/07/11 20:58:00+00,12062462,0,0.14,14660,37716,2012/07/11 04:00:00+00,,306701,BRENTWOOD PKWY NE / MOUNT OLIVET RD NE,38.912178,-76.992202,400676.272,138257.153,Ward 5,{A1EF23F8-3F67-4C95-BA57-FBD2DC954B08},910 MOUNT OLIVET ROAD NE,200,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,12000902,9TH ST NE,0,East,ae6708bc40ca6c99dc3a78e19c114f3a Blockkey ERROR. ae6708bc40ca6c99dc3a78e19c114f3a Blockkey ERROR.  N,,38.912178,-76.992203,,,0,0,0,0
-77.0296123456797,38.9056554224969,110169413,23985330,12060521,2012/05/04 11:28:00+00,11057852,1740.48,1.26,12913,12847,2012/05/04 04:00:00+00,,308115,13 TH NW & M ST NW,38.905659,-77.029621,397430.807,137533.874,Ward 2,{DA520F1F-5FCB-43FC-A55A-1CA51BA2B7CF},1234 M STREET NW,200,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,11001302,13TH ST NW,0.9,East,,,38.905659,-77.02961,,,0,0,0,0
-77.0678825033848,38.9247596241753,110169453,24066694,12089083,2012/06/27 05:00:00+00,11059602,5578.49,0.03,5787,5728,2012/06/27 04:00:00+00,,301563,EDMUNDS ST NW & MASSACHUSETTS AVE NW,38.924752,-77.06788,394113.85,139655.15,Ward 3,{44EAACC9-7322-4293-8039-4E3C56B28B7C},3400 MASSACHUSETTS AVENUE NW,200,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,11032432,EDMUNDS ST NW,0,Southeast,,,38.924752,-77.06788,,,0,0,0,0
-76.9790003942079,38.9245037544476,110169830,24125296,12105703,2012/07/28 17:33:00+00,12001802,1664.25,0.51,9041,16538,2012/07/28 04:00:00+00,,56833,18TH ST NE / EVARTS ST NE,38.924496,-76.978998,401821.159,139624.728,Ward 5,{B15B714F-68C0-4FD3-97CC-1499FE4641EF},1731 EVARTS STREET NE,200,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,12033932,EVARTS ST NE,1.44,South,,,38.924496,-76.979004,,,0,0,0,0
-77.0058692704057,38.9025228149428,110169908,24101195,12099145,2012/07/16 01:27:00+00,12050892,277.34,0.44,5811,6328,2012/07/15 04:00:00+00,,305751,1ST ST NE / K ST NE,38.902515,-77.005867,399491.093,137184.506,Ward 6,{88819071-3AA5-4331-A568-6ECB463474F4},111 K STREET NE,200,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,12000102,1ST ST NE,1.75,East,,,38.902519,-77.005867,,,0,0,0,0
-77.0205621006321,38.8746310050173,110170148,24104200,12100326,2012/07/18 11:38:00+00,14091452B,249.84,9.81,31,22,2012/07/18 04:00:00+00,,313276,1100 WATER STREET  SW,38.87457,-77.020477,398223.138,134082.573,Ward 6,{8AC985EF-FA7D-476D-A672-C40F2073294B},515 WATER STREET SW,200,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0 Intersecting RouteID Not Found,0,East,4976c542bf71ea70419638bbd473cbcf Blockkey ERROR. 4976c542bf71ea70419638bbd473cbcf Blockkey ERROR.  N,,38.874592,-77.020454,,,0,0,0,0
-77.0506541826001,38.9124737374697,110170159,24121823,12105219,2012/07/27 19:18:00+00,11079752,136.37,1.88,4402,7501,2012/07/27 04:00:00+00,,294344,SHERIDAN CIR NW / MASSACHUSETTS AVE NW,38.912466,-77.050652,395607.028,138290.342,Ward 2,{B9351BA2-6AE1-4C5A-98CD-9454AC40944B},,200,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,11059602,MASSACHUSETTS AVE NW,26.74,Northeast,,,38.912449,-77.050652,,,0,0,0,0
-77.0203274867951,38.9520733140099,110170176,24129555,12107359,2012/08/01 00:44:00+00,11039062,981.82,0.5,4857,19360,2012/07/31 04:00:00+00,,247077,GALLATIN ST NW,38.952066,-77.020325,398238.2,142685.215,Ward 4,{3BDAC9AB-F605-4196-A9D6-EDF8535A486C},602 GALLATIN STREET NW,200,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,11000502,5TH ST NW,55.83,West,,,38.952061,-77.020325,,,0,0,0,0
-76.9382583103567,38.8896553641976,110170346,24132205,12107852,2012/08/01 23:12:00+00,13085542,2238.87,1.3,6963,34680,2012/08/01 04:00:00+00,,17404,TEXAS AVE SE / EAST CAPITOL ST,38.889648,-76.938256,405356.685,135757.875,Ward 7,{D21F6156-76F9-4201-AB1E-D67241D69907},4800 TEXAS AVENUE SE,200,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,15031912,EAST CAPITOL ST BN,14.52,South,,,38.889648,-76.938271,,,0,0,0,0
-77.0162895769996,38.9750334682176,110170603,24146407,12111987,2012/08/09 22:18:00+00,11021322,203.32,0.55,10186,10510,2012/08/09 04:00:00+00,,309374,CEDAR ST NW / CARROLL ST NW,38.975026,-77.016287,398588.659,145233.9,Ward 4,{3DE24F66-9C60-45E3-8909-02A1B12BFFB9},278 CARROLL STREET NW,200,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,58018102,Driveway-58018102,63.64,East,,,38.975025,-77.016281,,,0,0,0,0
-77.0280290661599,38.956207480619,110170634,24136521,12108394,2012/08/02 22:43:00+00,11040042,4472.68,0.33,11017,16499,2012/08/02 04:00:00+00,,290220,GEORGIA AVE NW / KENNEDY ST NW,38.9562,-77.028027,397570.768,143144.286,Ward 4,{86A8EA85-9E7F-4C8A-80A0-8D3EF866B020},1200 KENNEDY STREET NW,200,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,11052062,KENNEDY ST NW,1.84,South,,,38.9562,-77.028023,,,0,0,0,0
-77.0151391831747,38.9111287834644,110170960,24166200,12117578,2012/08/20 20:18:00+00,11072862,461.36,1.66,6632,16679,2012/08/20 04:00:00+00,,315616,3RD ST NW / Q ST NW,38.911121,-77.015137,398687.172,138139.931,Ward 5,{7600269F-00E4-4B03-90B1-D4C6255A0BD6},240 Q STREET NW,200,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,11000302,3RD ST NW,3.98,East,,,38.911106,-77.015137,,,0,0,0,0
-77.0005708164455,38.9182759051184,110170975,24152565,12114044,2012/08/13 05:00:00+00,12000402,2950.89,24.58,5056,19219,2012/08/13 04:00:00+00,,51876,2100 4TH ST NE,38.918268,-77.000852,399926.215,138915.086,Ward 5,{C48CC1C5-0971-4316-AB8B-144581D7C5BB},2100 4TH STREET NE,200,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,47039612,Alley-47039612,69.25,South,,,38.918268,-77.000852,,,0,0,0,0
-76.9935647169085,38.8388067441027,110171150,24153055,12113206,2012/08/12 01:47:00+00,13092882,545.82,0.13,8702,9247,2012/08/11 04:00:00+00,,31978,MISSISSIPPI AVE SE / WHEELER RD SE,38.838799,-76.993562,400558.899,130111.515,Ward 8,{E5E6BD20-649E-4170-9248-1F39C9D5041B},3701 WHEELER ROAD SE,200,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,13061292,MISSISSIPPI AVE SE,0.62,South,,,38.838799,-76.993561,,,0,0,0,0
-76.9714067264715,38.9313682537036,110171183,24168745,12118278,2012/08/21 22:33:00+00,12075462,3652.23,3.71,12314,12622,2012/08/21 04:00:00+00,,47557,BRENTWOOD & RHODE ISLAND AVE,38.93136,-76.971406,402479.282,140386.888,Ward 5,{C550220C-B44A-47CB-8AF9-3E8AF1E551BB},2408 RHODE ISLAND AVENUE NE,200,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,12017612,BRENTWOOD RD NE,12.66,Southwest,,,38.931332,-76.971382,,,0,0,0,0
-76.9984538108412,38.884277785326,110171289,24162663,12116624,2012/08/18 20:43:00+00,13000602,614.74,0.05,3350,1361,2012/08/18 04:00:00+00,,28139,6TH ST SE / D ST SE,38.88427,-76.998452,400134.35,135159.112,Ward 6,{951A2DB1-147A-4E73-BC73-EB01CC350D9B},401 6TH STREET SE,200,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,13026912,D ST SE,0.08,South,,,38.88427,-76.998451,,,0,0,0,0
-77.0296794928886,38.9205098688623,110171302,24169076,12118374,2012/08/22 02:18:00+00,11001302,2660.31,0.07,1508,6980,2012/08/21 04:00:00+00,,232111,FLORIDA AVE NW / 13TH ST NW,38.920502,-77.029677,397426.43,139181.582,Ward 1,{9EF4A1B4-EACD-484A-BEAB-9A47985B1AFC},1301 FLORIDA AVENUE NW,200,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,11036722,FLORIDA AVE NW,0.37,North,,,38.920502,-77.029678,,,0,0,0,0
-77.0875913597037,38.9593649192573,110171311,24155556,12114469,2012/08/14 19:11:00+00,11092692,1596.29,0.49,2591,3131,2012/08/14 04:00:00+00,,294463,WESTERN AVE NW / JENIFER ST NW,38.959357,-77.087589,392408.492,143498.078,Ward 3,{614D5764-A5D9-486C-B0F1-9583A9F0C629},5255 WESTERN AVENUE NW,200,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,11049982,JENIFER ST NW,0.7,Southwest,,,38.959354,-77.087585,,,0,0,0,0
-77.0219173639736,38.9021148545196,110171350,24162862,12116575,2012/08/18 19:01:00+00,11000702,1385.2,1.03,74,1518,2012/08/18 04:00:00+00,,218759,7TH ST NW / MASSACHUSETTS AVE NW,38.902102,-77.021927,398098.029,137138.788,Ward 2,{510A074D-4827-43C3-B93F-C16A2C93B82D},800 K STREET NW,200,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,11050892,K ST NW,0.63,North,,,38.902107,-77.021927,,,0,0,0,0
-76.9790737869774,38.9067713827889,110171705,24186056,12122689,2012/08/30 17:50:00+00,12015992,827.05,2.15,791,7068,2012/08/30 04:00:00+00,,300660,BLADENSBURG RD NE / MOUNT OLIVET RD NE,38.906764,-76.979072,401815.23,137656.295,Ward 5,{C5D30B2F-6D39-4AB9-AC37-79C29EBF1884},1270 BLADENSBURG ROAD NE,200,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,12001702,17TH ST NE,2.74,North,,,38.906754,-76.97905,,,0,0,0,0
-77.0591871879085,38.9068487795785,110171769,24175743,12119819,2012/08/24 22:29:00+00,11003002,739.44,0.34,6827,6834,2012/08/24 04:00:00+00,,223961,30TH ST NW / N ST NW,38.906841,-77.059185,394866.567,137666.334,Ward 2,{2235A63D-8E6F-4257-BA8D-8EBC9756329A},2924 N STREET NW,200,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,11030872,DUMBARTON ST NW,91.45,South,,,38.906841,-77.059181,,,0,0,0,0
-76.9832291408529,38.8793986570747,110171784,24193102,12125323,2012/09/04 22:50:00+00,13069812,1941.37,12.36,11750,9549,2012/09/04 04:00:00+00,,62232,DC295 @ PENNSYLVANIA AVE SE,38.879391,-76.983227,401455.402,134617.653,Ward 6,{B7265406-C48C-428E-8C23-1AFF93630415},1508 PENNSYLVANIA AVENUE SE,200,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,13001502,15TH ST SE,42.49,Southeast,,,38.87949,-76.983162,,,0,0,0,0
-8.99998006021907,-9.0000008905076,110171796,24193266,12124845,2012/09/03 05:00:00+00,Route not found,0,0,0,0,2012/09/03 04:00:00+00,,903823,14TH ST NW and  SPRING RD NW,38.937079,-77.03273,397162.33,141021.81,Null,{DCC7E017-2A7D-41C4-97D0-C4E26E0D6BF2},14TH STREET NW AND SPRING ROAD NW,100,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,Crash point too far from centerline (>50m),2020/05/25 14:33:52+00,-9,-9,,,0,0,0,0
-77.0270412444391,38.92476678888,110171922,24202875,12127982,2012/09/10 10:45:00+00,11001102,3332.78,0,4730,3029,2012/09/10 04:00:00+00,,231928,11TH ST NW / FAIRMONT ST NW,38.924759,-77.027039,397655.351,139654.065,Ward 1,{14785916-02B4-4D25-A02A-9C5C3CAA0DA9},2629 11TH STREET NW,200,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,11034582,FAIRMONT ST NW,0.62,South,,,38.924759,-77.027039,,,0,0,0,0
-77.0121630174963,38.9062763171048,110172133,24196175,12126346,2012/09/06 23:26:00+00,11064672,295.1,0.06,5705,14178,2012/09/06 04:00:00+00,,226091,NEW YORK AVE NW / 1ST ST NW,38.906269,-77.01216,398945.264,137601.243,Ward 6,{7DBF70DE-71AF-44E5-A824-CE288614339B},80 NEW YORK AVENUE NW,200,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,11000102,1ST ST NW,0.04,Southwest,4a3c2aebee63f9e9e09e1666499d4b34 Blockkey ERROR. 4a3c2aebee63f9e9e09e1666499d4b34 Blockkey ERROR.  N,,38.906269,-77.012161,,,0,0,0,0
-77.0220598550693,38.920970746246,110172210,24203534,12128211,2012/09/10 20:53:00+00,11040042,522.61,0.05,10152,7844,2012/09/10 04:00:00+00,,310276,GEORGIA AVE NW / BARRY PL NW,38.920963,-77.022057,398087.21,139232.54,Ward 1,{50C8A27D-7B0A-4573-9531-C77A8FD92013},2334 GEORGIA AVENUE NW,200,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,11013652,BARRY PL NW,0.05,North,,,38.920963,-77.022057,,,0,0,0,0
-77.0081806593335,38.8920383537257,110172230,24179941,12120897,2012/08/27 03:00:00+00,12025352,0,0.62,-9,32548,2012/08/26 04:00:00+00,,294378,DELAWARE AVE NE / CONSTITUTION AVE NE,38.892024,-77.008173,399290.927,136019.891,Ward 6,{37EDBCA2-D734-463B-8C83-05597A8D3D61},,200,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,11025352,CONSTITUTION AVE NW,80.08,East,,,38.892025,-77.008179,,,0,0,0,0
-76.9808012016209,38.9056848038924,110172250,24196423,12126267,2012/09/06 20:57:00+00,12060322,399.98,0.58,3133,15240,2012/09/06 04:00:00+00,,60373,16TH ST NE / MEIGS PL NE,38.905677,-76.980799,401665.454,137535.668,Ward 5,{727494A8-F3AF-46C8-9FB1-021CA1767A26},1601 MEIGS PLACE NE,200,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,12001602,16TH ST NE,2.74,East,,,38.905682,-76.980797,,,0,0,0,0
-77.0239577947608,38.9169957624277,110172355,24182405,12122307,2012/08/29 22:15:00+00,11000902,3038.88,0.04,209,137,2012/08/29 04:00:00+00,,239461,9TH ST NW / U ST NW,38.916988,-77.023956,397922.5,138791.341,Ward 1,{39D973E2-03B8-4012-B149-54434FEEF8F0},901 U STREET NW,200,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,11036722,FLORIDA AVE NW,0.24,South,,,38.916988,-77.023956,,,0,0,0,0
-77.0219213049695,38.9021091154567,110172383,24205968,12128560,2012/09/11 15:39:00+00,11050892,1114.93,0.15,74,1518,2012/09/11 04:00:00+00,,218759,7TH ST NW / K ST NW,38.902102,-77.021919,398098.716,137138.794,Ward 2,{FD8B3B02-9209-45DC-81AB-22883B4A331E},800 K STREET NW,200,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,11000702,7TH ST NW,0.35,West,,,38.9021,-77.021919,,,0,0,0,0
-77.0651412330905,38.9108136627993,110172430,24235047,12137242,2012/09/28 05:00:00+00,11072862,4693,0.01,6084,6584,2012/09/28 04:00:00+00,,901917,WINSCONSIN AVE NW AND Q ST NW,38.910806,-77.065139,394350.46,138106.86,Ward 2,{CCBB53C9-0AE7-40D3-BBCE-BEAC1A3AC67C},WISCONSIN AVENUE NW AND Q STREET NW,100,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,11094052,WISCONSIN AVE NW,0.01,Southwest,,,,,,,0,0,0,0
-77.0466222081281,38.9139946634181,110172737,24209195,12129831,2012/09/13 23:10:00+00,11036722,3676.7,1.25,2355,1107,2012/09/13 04:00:00+00,,242715,21ST ST NW / FLORIDA AVE NW,38.913987,-77.04662,395956.784,138458.969,Ward 2,{38312BDB-7730-4B3C-82F5-911253263097},2040 S STREET NW,200,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,11002102,21ST ST NW,6.26,Southwest,,,38.913994,-77.046631,,,0,0,0,0
-77.0270411525563,38.9025387860949,110172835,24217879,12132765,2012/09/19 23:35:00+00,11001102,865.27,0.01,11109,6744,2012/09/19 04:00:00+00,,278772,11TH ST NW / K ST NW,38.902531,-77.027039,397654.629,137186.573,Ward 2,{FD220666-339D-43F7-9247-FD90B4FA9272},1001 11TH STREET NW,200,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,11050892,K ST NW,0.96,North,,,38.902531,-77.027039,,,0,0,0,0
-77.0252977876111,38.9351149001527,110172872,24224748,12134282,2012/09/23 00:26:00+00,11081832,8.52,2.92,8798,9131,2012/09/22 04:00:00+00,,232170,NEW HAMPSHIRE AVE NW / SPRING RD NW,38.935107,-77.025296,397806.846,140802.787,Ward 4,{80A24537-E3D3-46ED-AB0B-699B3866918C},3640 NEW HAMPSHIRE AVENUE NW,200,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,11064222,NEW HAMPSHIRE AVE NW,8.52,West,,,38.935081,-77.025291,,,0,0,0,0
-76.9949512571341,38.9025195744352,110172955,24218135,12132696,2012/09/19 21:37:00+00,12050892,1223.55,0.8,6431,6787,2012/09/19 04:00:00+00,,82824,8TH ST NE / K ST NE,38.902519,-76.994959,400437.296,137184.902,Ward 6,{A30FB5F3-BB2F-4154-84B1-5BE5C591DB77},937 8TH STREET NE,200,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,12000802,8TH ST NE,0.83,East,,,38.902519,-76.994949,,,0,0,0,0
-77.0449013057025,38.903749973278,110173105,24234517,12136721,2012/09/27 21:00:00+00,11053492,2808.65,0.24,10190,13552,2012/09/27 04:00:00+00,,242545,20TH & L ST NW,38.90374,-77.0449,396105.436,137321.393,Ward 2,{34EB3CBE-B6B5-40AF-A414-C358B483FE06},1920 L STREET NW,200,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,11002002,20TH ST NW,0.05,East,,,38.90374,-77.044899,,,0,0,0,0
-77.0238939346657,38.9336469412142,110173326,24246275,12141183,2012/10/05 05:00:00+00,11040042,1939.04,24.83,9126,2751,2012/10/05 04:00:00+00,,302090,3506 GEORGIA AVE NW,38.933613,-77.024176,397903.84,140636.886,Ward 1,{27C0A8A0-AB31-4D6C-9347-FC9F01123288},3506 GEORGIA AVENUE NW,100,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11064542*1,Not Available,0.29,South,,,,,,,0,0,0,0
-77.034534465863,38.9170077896506,110173421,24253540,12142628,2012/10/09 13:24:00+00,11001502,3199.86,0.1,10024,10642,2012/10/09 04:00:00+00,,242120,15TH ST NW / U ST NW,38.917,-77.034532,397005.259,138792.97,Ward 2,{C1EC2583-9646-4CFE-BCBA-B64AAA58AEDF},1940 15TH STREET NW,200,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,11087232,U ST NW,0.23,South,,,38.917,-77.034531,,,0,0,0,0
